epoch,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
1,0.2528452333405705,0.13678041127111232,0.9054573405073021,0.9435989256938228,0.9082774049217002,0.9211514392991239
2,0.15062789352713551,0.08998332122074706,0.9438893159108378,0.9686660698299016,0.9436293436293436,0.954954954954955
3,0.10622068494558334,0.07565386539458165,0.9636817832436587,0.9758281110116384,0.9630787263137331,0.9648894668400521
4,0.08636180369149139,0.05304769527366651,0.968870099923136,0.9847806624888094,0.9689536220774243,0.9775429326287979
5,0.09465746962082533,0.05289526851847768,0.9638739431206764,0.982094897045658,0.9634241245136187,0.973753280839895
6,0.07582902148983046,0.0466291220592601,0.9723289777094543,0.9838854073410922,0.9720822024040325,0.9762532981530343
7,0.07701519668170828,0.05332173502372046,0.9717524980784013,0.9829901521933752,0.9721221316138821,0.9750328515111695
8,0.0638345569155059,0.04637145146594516,0.9771329746348962,0.9794091316025068,0.9771549241697063,0.970013037809648
9,0.05984941943680033,0.045308622509972855,0.9788624135280554,0.9829901521933752,0.9791903140370791,0.9749009247027741
